priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
High,119,21,D,0,7604,3,98,0.175,81.66666666666667,16.216216216216218,2.4749999999999996,0,0,0,1,0.534293300302501,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,116,69,A,0,4262,2,47,0.5897435897435898,40.17094017094017,3.3347584437793927,0.8205128205128205,0,0,0,1,0.4873794657543118,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,108,77,F,0,8890,3,31,0.7064220183486238,28.440366972477065,4.187475989243181,0.8807339449541285,0,0,0,1,0.5016036360054186,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,131,115,A,0,8328,3,16,0.8712121212121212,12.121212121212121,3.4044016506189823,0.38636363636363635,0,0,0,1,0.4306681387749041,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,71,20,B,0,8379,3,51,0.2777777777777778,70.83333333333334,10.424710424710424,2.1666666666666665,0,0,0,1,0.535734155252104,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,126,81,E,0,1288,1,45,0.6377952755905512,35.43307086614173,1.5436975811352862,0.36220472440944884,0,0,0,1,0.47542556147793336,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,173,110,E,0,1855,1,63,0.632183908045977,36.206896551724135,1.5571863253982459,0.367816091954023,0,0,0,1,0.45877392246364557,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,169,47,G,0,1952,1,122,0.27647058823529413,71.76470588235294,3.4907597535934287,0.7235294117647059,0,0,0,1,0.4797472555156662,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,185,79,F,0,1067,1,106,0.42473118279569894,56.98924731182796,2.3002720751916894,0.575268817204301,0,0,0,1,0.4684136851856511,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,116,92,D,0,9997,3,24,0.7863247863247863,20.51282051282051,3.7673070730921974,0.6410256410256411,0,0,0,1,0.4937532672056782,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,66,85,A,0,9644,3,-19,1.2686567164179106,-28.35820895522388,2.346212209641648,-0.8059701492537317,0,0,0,0,0.19933427368250156,✅ SLA SAFE,
Low,212,21,F,0,1480,1,191,0.09859154929577464,89.67136150234741,9.208819714656292,0.9014084507042254,0,0,0,1,0.47285036251054086,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,212,10,G,1,1450,1,202,0.046948356807511735,94.83568075117371,17.559769167353668,0.9530516431924883,1,0,0,1,0.4452116685414934,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,137,60,D,0,3133,2,77,0.43478260869565216,55.79710144927537,4.496578690127078,1.1304347826086958,0,0,0,1,0.45238385404082093,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,146,100,G,0,3817,2,46,0.6802721088435374,31.292517006802722,2.897408100916527,0.6394557823129252,0,0,0,1,0.4618584398632584,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,80,92,C,0,3221,2,-12,1.1358024691358024,-14.814814814814813,1.7455015623316454,-0.2716049382716048,0,0,0,1,0.43644666659720405,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,139,107,D,0,855,1,32,0.7642857142857142,22.857142857142858,1.2915129151291513,0.23571428571428577,0,0,0,1,0.472405286633279,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,138,24,E,0,3202,2,114,0.17266187050359713,82.01438848920863,10.949192595510043,1.6546762589928057,0,0,0,1,0.5268961872159902,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,94,28,B,0,4157,2,66,0.29473684210526313,69.47368421052632,6.563039723661486,1.4105263157894736,0,0,0,1,0.5374574622807767,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,125,9,C,1,1189,1,116,0.07142857142857142,92.06349206349206,12.280701754385966,0.9285714285714286,1,1,0,1,0.6182413533599879,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,104,51,A,0,7137,3,53,0.4857142857142857,50.476190476190474,6.051873198847262,1.5428571428571427,0,0,0,1,0.45097958409780053,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,170,82,B,0,1899,1,88,0.47953216374269003,51.461988304093566,2.0427666945406764,0.52046783625731,0,0,0,1,0.47006208539707733,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,105,24,A,0,4452,2,81,0.22641509433962265,76.41509433962264,8.459696727853151,1.5471698113207548,0,0,0,1,0.504542602429307,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,143,75,G,0,1462,1,68,0.5208333333333334,47.22222222222222,1.8838304552590266,0.47916666666666663,0,0,0,1,0.4653925582424905,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,113,82,E,0,8843,3,31,0.7192982456140351,27.192982456140353,4.113543420736108,0.8421052631578947,0,0,0,1,0.5005627198470296,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,190,100,B,0,1799,1,90,0.5235602094240838,47.12041884816754,1.8742027278971642,0.47643979057591623,0,0,0,1,0.4786387696148129,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,199,99,D,0,947,1,100,0.495,50.0,1.9801980198019802,0.505,0,0,0,1,0.48198371785728866,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,98,95,G,0,3421,2,3,0.9595959595959596,3.0303030303030303,2.0627148661318886,0.08080808080808088,0,0,0,1,0.46999111272612404,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
